texto,opinion
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",1
"""@USAirways trying to check in online for a flight tomorrow.  Tried computer",0
@SouthwestAir rocks! Open letter to flight attendant. http://t.co/zFrOINPSzI  &lt; my child was inspired.  Thank you.,1
"""Day 5 and I&#039;m amazed already, the depression and anxiety has been wiped away with 30mg. By far the best antidepressant I&#039;ve tried in the last 2 years. Feel so much better, better mood, less irritable and more energetic. Wonder drug for me. I&#039;d highly recommend trying it, no side effects just a slight occasional headache but otherwise no complaints here.""",1
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",1
@VirginAmerica Iâm looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),1
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,1
@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward,0
"""@united All flights Cancelled Flighted :( Trip refunded without difficulty",1
"""I took Delsym for a severe cough. It stopped the cough and made me drowsy. I took a nap and when I woke up I could not move! My body was paralyzed. My cognition was impaired. After a undetermined period of time I was able to move and call for help. Very lucky to have been taken to a local VA Hospital where my blood tests indicated my immune system was compromised and my platelet count was 50,000 which they told me if I was in a serious accident I would bleed out. I was told that Delsym was a bad OTC Cough Syrup and would produce serious interactions with other Prescribed Medications. This near death experience can be documented.""",0
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",0
@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,0
.@Apple and @Amazon refuse to make full federal workforce diversity data public http://t.co/8LIir5Tpjs #Diversity #Tech #technology #jobs,0
"""I have been on Implanon since May 2013 and altogether I have been on my period for a total of 6 months. My periods used to be super light and 3-4 days long. I have not gained any weight however I have lost all interest in having sex.  My boyfriend of a little over a year and a half is going crazy and I am also. I have read some other reviews on it and am glad I am not the only one. I will wait a full year before deciding weather or not I am going to take it out.""",0
"Bad: Intermittent barking dog!. Good: Spacious suite, recommend end room on high floor",1
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",1
@USAirways shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout,1
"""@USAirways after missing my flight and reFlight Booking Problems 2x",1
"We stayed here for one night at the end of May. It was a last minute find and we got a great room, very clean, stylish. Amenities were great. Free wifi. Close to town. We would definitely return if we end up in Ojai again.",1
@SouthwestAir thanks for getting me back to Nashville. Big thanks to the pilots on the 6:15 out of Baltimore. Flying in snow landing on ice.,1
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,0
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,1
"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",0
"""I take this as an additional medicine for pain control and the deep tissue pain associated with Reflex Sympathetic Dystrophy. The medicine is beneficial in helping the efficacy of the pain medicines taken.""",1
@lavsmohan...... Yup!! saw the entire match....reached office late.. ,1
@AmericanAir @dfwairport you 2 together are the best part of flying!,1
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",0
"""I had high hopes for this treatment, but had terrible side effects including extremely high blood pressure and excruciating pains in my legs and lower back. I had to quit after 5 days because of these issues. This was 3 months ago and I still have back pain and tendinitis in my foot.""",0
@USAirways who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay?,0
"""I loved this medicine. It covered all of my symptoms and did not give a lot of side effects.""",1
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,0
@USAirways @USAirwaysCenter My lost bag lands in Hartford at 639p tonight. Will it be delivered to Danbury CT tonight?,0
"""I&#039;ve been suffering from moderate rosacea for 6 years. I went to a new dermatologist and she gave me several samples of Mirvaso. She told me to try it for at least 14 days. I put it on my cheeks every day but didn&#039;t notice any improvement in the redness. However, I continued as instructed by my dermatologist. Around day 10, I woke up to see that almost my entire face (not just my cheeks) was swollen and with a dark red color that I&#039;d never seen on my skin before. Not even during my worst rosacea flare-ups was my skin this inflamed, red, and splotchy. I&#039;ve tried aloe vera and chamomile tea on face, but to no avail. I hope the redness subsides soon - I&#039;m worried! And I&#039;m calling my dermatologist - she should warn future patients!""",0
"The lady that works the front desk (who to this day will not tell me her name) was extremely rude to me in regard to my simple request for some water. You can get it our of the sink like everyone else. was her reply to my request Although I couldn't find water suitable for drinking, there was no lack... More",0
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",0
@AmericanAir at gate c11. Your gate agents are turning paying customers away in favor of non revs,0
@SouthwestAir I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(,0
"Dreadful place to stay. Beyond belief that they can charge such an exorbitant rate for such inferior accommodation. We arrived late after an exhausting journey and just needed some sleep. Some hope. Dirty room, did not want to walk round without shoes on. Could not bring ourselves to sit on the sofa. Curtains were hanging off the tracks so barely... More",0
"""My last memory card for my Galaxy S4 got some water damage on a camping trip a few months ago",1
"""Started taking for bladder infection, got to day 2 of taking the medication when it started giving me random sharp stomach pains (wasn&#039;t having any dairy products either) and caused me to have panic attacks where I felt extremely dizzy. I had to ask for another medication.""",0
@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!,1
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .",0
"""I have excruciating pain due to Psoriatic Arthritis (hip joints) and Recurring Painful Sciatica due to my Lumbar issues (herniated L2-3; bulged L3-4, L4-5, L5-S1,; borderline stenosis L2-3; 5mm perineural cyst L3-4). My PC sent me to a pain management specialist, who prescribed me to BUTRAN skin patch 5 micro-gram which never worked to reduce pain.  The instruction was to start TRAMADOL-HCL 50mg per day, 7 days after Butran. &quot; Only 4 days&quot;  into TRAMADOL, I woke up in the morning with stabbing pain in my right eye. My upper right eyelid was warm to the touch with tears in it. In the mirror, it was reddish color and swelled up. Called the doctor immediately. Without reducing it actually increased pain.""",0
"""This was for a bowel prep. Liquids 2 days before and it still didn&#039;t work (about 85% cleared) ...until it didn&#039;t stop after the procedure. Now 4 days out from colonoscopy I&#039;m still having bms reminiscent of the prep itself and I&#039;ve had the most severe stomach pains I&#039;ve ever had in my life- and I have a disease which is known for causing pretty damn bad cramps. Apparently doctor says this is &quot;not unusual&quot;. Also, this combination of potassium, sodium and antifreeze came to my insurance&#039;s max out of pocket copay. Kinda ridiculous. 
Never. Again.""",0
"""We have two of these and recently used them in both Ireland and Sweden. It includes plugs for UK",1
The carpet was so dirty that we had to where socks and still clean our feet. The Sheets for the bed felt like sandpaper and the shower never gave hot water. Cannot recommend staying here to anyone.,0
"If you would've invested $50,000 in 2005 in #AAPL stock you would have $1,315,066 today. #shucks",1
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",1
"""@USAirways thank you.3860 to cincy.just landed.you should add frequent flyer miles to my account..  a long",0
"""I was on Remicade infusion for 7 years,  I had wonderful results for 6 years, with PSA flares slowly creeping back in the 7th, but not unmanageable.  Rheumy switched me to Simponi.  After 2 injections, while my skin is still clear, the PSA is raging.  I am in terrible pain.  I spoke the my Rheumy once and she said to give it a chance.  Calling her again this morning.  The pain and exhaustion is debilitating and affecting every aspect of my life.
I asked he about Taltz and Cosentyx but she wanted to keep me on a TNF blocker.  I&#039;m ready for change.""",0
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Ur60Un86gy,0
"So far as is known , he did not sell shares that he owns personally .",0
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",1
"Il s'agissait de notre troisieme experience a cet hotel et nous avons encore une fois ete tres bien servis et surtout tres bien recus. Si nous retournons en Virginie dans les prochaines annees, nous ne chercherons pas ailleurs.",1
@SouthwestAir the new logo is going to look amazing on the airplanes,1
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,1
@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,0
@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,0
"Waited until I finished #dissertating to install #yosemite on my aging MacBook. Yikes @apple, those icons sure are #ugly!",0
#AAPL:Apple Donating Portion of Profit to Fight Against AIDS...http://t.co/BR05N1U3Qr,1
@JetBlue haha. TY. Do you know what time that lane opens at Logan?,1
@USAirways I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp; technically never left LAX.,0
Passing through Tn. And had to stop somewhere for the night. It was part of the choice hotel deal so we thought maybe the rooms are nicer on the inside than the outside since they spent a small fortune on advertising billboards. The room was absolutely depressing. Desperate need of updating. Walls were cracked and dirty. The bathroom had fixtures... More,0
@JetBlue Still no response from CEO. I guess he is at the Oscars.  I bet his flight was on time.  #JUSTWRONG,0
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,1
"""I was not diagnosed with Bipolar disorder when Cymbalta was prescribed to me.  While taking Cymbalta, I was more irritable and manic. If I were only depressed and not Bipolar, I think it would have been O.K.""",0
"@jimmymujaj @Apple it works again fucker, not being a hoe if it's only one person SMD",0
"""Lexapro was a miracle drug for me as far as treating my severe health anxiety and PTSD.  It gave me my life back. I can truly say I was my normal self 98% of the time. However it caused me to have extreme muscle tension and headaches. I was even diagnosed with TMJ and was sleeping with a mouthguard at night. Weaning off Lexapro was horrific for me. It took a good 3 months for all the withdrawal symptoms to subside. Thankfully the headaches and stiff jaw got better as well. I&#039;m sad I can&#039;t take Lexapro anymore. It saved my life. I&#039;m about to start on Prozac. We&#039;ll see what happens.""",1
"The overall ambience at this hotel was outstanding. The rooms were well supplied and the entire facility was clean and cheerful - but what made our stay at this facility so pleasant was the staff. From the housekeeping staff to the desk staff the smiles and friendliness were always obvious. Daniel, Nora, David, and Shalya at the desk were so... More",1
The company then said it will focus its resources on clinical research .,0
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,1
"""Me and a friend of mine really didn&#039;t expect us hooking up. But ladies things happen. I am not on birth control and I ended up having unprotected sex with him and after I noticed he had finished in me. I started freaking out so bad.  I made him rush and buy a pill and all near by stores were CLOSED . I ended up taking it 12hrs after and I&#039;m suppose to get my period today the 5th but I see it might come after. I&#039;m just really stressed out and don&#039;t want to be pregnant !!!""",1
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",1
"""After a couple of days using Protonix, I felt relief in my stomach of the full feeling I would get whenever I ate.  I used to feel very bloated and uncomfortable after I ate a meal, I wasn&#039;t overeating either.  I had to watch what I ate too, such as spices, onions, etc. Most of those symptoms have gone away.""",1
"This was our second stay at a Drury Hotel and we were impressed once again! The rooms were clean and fair sized, check in was easy and quick. The free drinks and evening snack are such a great feature and you could honestly make a meal of it. The pool is close to the food/beverage area so it is convenient... More",1
"""@united please do! She went above and beyond what she had to do",1
fun..fun nights..Post birthday celebration of rfrancoben and @apple. http://t.co/maRHLxgV0F,1
"""I started having migraines last summer and the doctor prescribed Topamax.  I thought it was a miracle drug because it stopped all of my fibromyalgia pain, but after a year it quit helping. I had to get off the Topamax and Wellbutrin to start the Savella.  That week was terrible, but I am in my second week of Savella now and I am loving it.  It hasn&#039;t completely stopped my pain, but my energy is way up.  I have had no nausea, but I always take it during a meal.  I am waking up at 5am instead of my normal 7am, but other than that no sleep problems.  I am hoping the longer I am on 100mg per day, the better I will feel.  I was nervous to try Savella because of some of the reviews, but I am thankful I did.""",1
"""Worse meds, there is no need to take tamiflu, 
Better off just riding it out.  No benefit to the patient. Only one benefitting is the doctor and the pharmaceutical company,, making money.""",0
@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.,1
RT @brock_and_r0ll: .@apple fix yourself http://t.co/l1VsGFaQib,0
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",1
"""I was prescribed this after going to get a checkup because I knew something was off, but I had no UTI symptoms.  I have just spent the last 24 hours shaking, with tremendous headache, nauseated, chilled, and with insomnia. I would not recommend this medicine to a sensitive female.  I cried until 2 am, and finally fell asleep.  I have abdomen pain bloating which was not there before, and it feels like a yeast infection is festering.  

I am going to go back to my cranberry, water, and oregano oil methods.  I also read about d-mannose but that looks more preventative.  Probiotic too.""",0
"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",1
@USAirways we have seats.  on phone Iwas  told I was getting error msg due to paid 1st class upgrd. told to check in after 12am.sound right?,0
"""I was given samples to last 30 days, then I went to get medication at pharmacy.  I nearly had a stroke when I heard the price.  $182 with Medicare and a supplemental insurance.  I asked what it would cost without insurance and Medicare, $636. I am going back to my Doctor for an alternative to this stuff.""",0
Lean System supports change management and component purchasing extremely well .,1
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",1
"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",0
@united error message said couldn't process request at the last step after seat selection on each leg. Agent was unaware of an (1 of 2),0
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",0
"""Tried this drug for 5 weeks and had no positive change and ended up having worse than normal anxiety when going from 5mg x3 daily to 10mg x 3 daily.""",0
Good morning.  It is strike/changeover day and I don't feel well.  booooooo ,0
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",1
@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail,0
"""Not practical
Not very strong 
A lot of drug interactions and Side effects""",0
@USAirways Not only did u lose the flight plan! Now ur flight crew is FAA timed out! Thx for havin us sit on the tarmac for an hr! #Pathetic,0
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,1
"""I have been using Tegretol for 6 months for BiPolar and I have felt happier consistently for the first time in my life. I have tried many others over 15 years and Tegretol has changed my life. I have had no side effects! Go Tegretol!""",1
@AmericanAir I have almost 3 million miles w u so I am loyal to u.  When r u going to reciprocate?  What a joke,0
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",1
"""been taking antibiotics for almost 3 month now, cipro for 6 weeks for an apparently antibiotic resistant infection. started on merropenem i.v.  (dont know why if its antibiotic resistant) i think doctors do whatever they can with the knowledge they have been given by these companies. which most dont even now of the side effects and say dont believe everything you read on google. but i had diarrhea straight away after the first pill (500mg) i have also had tennis elbow. yet never played any tennis or golf.i have muscular pain in my shoulder and it felt like it popped out or something almost a week ago. and only now i re read the symptoms and the reviews i see others having this problem. i dont trust pharma companies i want to stop taking now""",0
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",1
@AmericanAir thanks for following up- it finally worked!! Fingers crossed the new flight works.,1
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",1
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,0
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,1
@AmericanAir wht n ð experience w/aa reservations #service Tried to be patient with rep and she just disconnects me aa do u record conv.?,0
"Yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not",0
@united you guys have such big hearts.. keep up the good work,1
"Finally Made a reservation with Omni after many attempts. Their reservation system would put call on hold for a long time. Should have been a warning on things to come I finally called the front desk and they connected me to reservations. Made a reservation to check in May 28th, three nights. Requested early check in This was a special... More",0
@maxmarkson hmm free soup or meeting on multimillion $ deal...free soup or multimillion $ deal...its hard decision...still might be there ,1
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",0
"""This was the worst experience I&#039;ve had with a medication. I had to go off Lithium because it gave me hypothyroidism and diabetes insipidus and Geodon was a replacement. I was given Geodon at the lowest dose for about two weeks. I was okay, but experiencing a bit of random anxiety. Then my dose was upped and I had a panic attack (I&#039;ve only had 3 of those in my life before) within 24hrs. Several days later I was in the ER with suicidal thoughts for the first time in 20 years. As far as general effectiveness goes before the dosage increase sent everything haywire, I got depressed right away once totally off the Lithium, so it wasn&#039;t really helping anyway. The suicidal thoughts and anxiety were gone within 48hrs after I stopped taking it.""",0
This HDMI Cable works just fine.  The price is so much lower than local retail stores.  I recommend the site.,1
"""I was prescribed this a few months ago getting anxiety while driving. The prescription is &#039;0.5 mg once a day as needed.&quot; I have taken it about 3-5 times a week, a few times I have taken it twice a day. I have been having family issues recently, and I first thought that was the reason my occasional anxiety has progressed to debilitating (flying off the handle, depressive dying thoughts, chest pains) but  after research I&#039;ve concluded that I&#039;m actually going through withdrawal when I don&#039;t take it everyday. Now it&#039;s 2:36 AM, I&#039;m scared, mind won&#039;t shut off,  don&#039;t know how to wean off of this properly. I&#039;m  tired, will be calling into work in the morning for lack of sleep. Please do not take this and just get counselling for your anxiety first""",0
"if I tweet about NANDOS my phone puts it in caps, I like the iPhone six, it knows my favourite restaurant. good phone GG @apple",1
"""Nightmares, daytime drowsiness, sucidal thoughts, aggressive""",0
"""I had cellulititis and the swelling in my foot went down significantly in about two days.""",1
"""I&#039;m a 55 year old male and have been on Inderal since I was in my late 20&#039;s. This medicine was perfect for me with little side effects. Some light-headedness at times, nausea was probably the worst side-effect. Inderal has become expensive over the years and sometimes hard to find. After insurance company changes forced me to try other blood pressure drugs, I ended up back on Inderal. Now it seems it is not as effective as it was before. No one (Doctor, Cardiologist, etc.) seems to know why. Increase in palpitations, blood pressure rising, side effects have become worse, etc. Doctor put me on Bystolic. We&#039;ll see how it goes. 
LESSON: If a medicine works for you and you&#039;ve been on it a long time, STAY ON IT. Don&#039;t let the insurance companies play with your health!""",1
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",0
"""Horrible! I read all the reviews before getting it as well the summer of 2014 and decided to follow through with it anyways. I have bled for almost an entire year straight with maybe a two week break the entire time. This made me become anemic, tired, and irritable. 
Mood swings were off the charts, I even noticed how ridiculous I acted at times over nothing. 
Sex drive was completely gone, which had never been a problem in the past year 
Weight gain was absolutely insane. My diet or lifestyle didn&#039;t change and I gained a ridiculous amount of weight. 
My opinion? Don&#039;t waste you&#039;re time or money on it. Get the pill even though it&#039;s harder to keep a schedule.""",0
@USAirways should take a lesson from @SouthwestAir and wait for passengers from connecting flights. Shame..,0
LMAO â@JetBlue: Our fleet's on fleek. http://t.co/aIyC9WV5oqâ,1
"""Has changed my life.  I didn&#039;t know how bad my anxiety was until I got relief from Atarax!!  I don&#039;t even need anywhere near the full dose to relieve my constant building thoughts of what I should be doing or may not be able to do because of my other debilitating illnesses.  I am so grateful!!  I no longer feel constantly wound so tight I might snap!""",1
@SouthwestAir on brd now.frustrated we go 2 #BUF not #ROC.if tld flt was gng 2b held earlier would not be a mess.cng bk unable due to overbk,0
finished the kitchen; the rest of the downstairs is now about 75% there.  I'm a neat-freak stuck in a habitual clutterer's body. ,0
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",0
@liambrazier I only ever seem to listen to Dirty these days. Most of our CD's are still at Greg's parents ,0
"""I have been very happy with my Implanon so far. I have had it for about 3 1/2 months. I didn&#039;t feel any pain when it was inserted; only a slight sting when they numbed my arm. I did have a pretty big bruise for about a week, and now I have a very small scar. As far as side effects, I haven&#039;t had any noticeable side effects. My biggest complaint is that I have had longer than normal periods. My first period after Implanon was right on schedule and lasted it&#039;s normal duration. My following cycles have lasted about twice as long as they should. However, I don&#039;t have any spotting in between periods; my period is just extra long. I feel like that is a fair trade off though for not having to worry about birth control at all for 3 years.""",1
"""I had a small notebook computer which had no internal DVD/CD drive so I purchased this. I have used it to run and install countless programs and not once has it ever given me trouble. I have also installed and played many games and it has a fast read speed and gets the job done in a timely fashion",1
The insurer anticipates its share in Nordea 's net profit to be significant .,1
@AmericanAir These are some awesome photos. Thanks for sharing! ð,1
"""I needed a class 10 card for my GOPRO and this one looked like the best deal for the size ",1
@SouthwestAir is there a way to know who checked my bag on the curb? She was awesome!!! And want to be sure she gets a high five!,1
"""This medication  was used to help prevent  a stroke but it actually  caused me to have a stroke. I wouldn&#039;t  advise anyone to take this medication.  Someone else I knew  had several strokes before  the dr figured  out it was the aggrenox. I was on it 8 months before  having my stroke.""",0
@AmericanAir @MurphyJulie it took them 6 hours to call me back. Then it disconnected twice. ð¢ I'll never get back to work,0
@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest,1
@JetBlue in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!,1
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,1
@SouthwestAir looking forward to the beats music available on my flight today. That's pretty cool.,1
@united was trying to change a flight online but got an error can you help via DM?,0
my gma just gave me the ring I was supposed to get on my wedding day from her...she wont be around by then ,0
"""This TV mount I bought for just $25 easily outdoes similar ones that cost over $100! It comes preassembled",1
"This had to be the worst Crown Plaza I have ever stayed. I stayed 2 nights to attend a wedding and I didn't sleep at all. Aside from the tired/boring decor, the room had a supposed queen bed that really should be classified as full size with a mattress harder than a sidewalk and pillows flatter than a short stack... More",0
"""My doctor prescribed this twice a day for a month after receiving a steroid injection for a herniated disc at the L5,S1. It works great! I can now walk, sit, stand, etc. Whereas I couldn&#039;t while suffering from Sciatica.  I&#039;m only 30! I have had no side effects.""",1
"The hotel is very nice on the inside and outside. It's very up to date and the staff is amazing. It's not very far from all the major stores and attractions on International Dr. It's tucked away, so it's very quiet. There is a Walmart right across the street and a Dollar Tree and some other stores really close by... More",1
"We stayed in a King Suite for 4 nights over the July 4th weekend. I can hardly express how good and positive our stay was. Breakfast was very good. The staff was always attentive and kind and helpful. We had difficulty with a flat screen in the bedroom and as we were stepping out for a few hours on Sunday,... More",0
@ghoseb haha.. tell them they are the monks of the IT world.. ,1
@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,1
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,0
Amazing how easy it is to move my 46&#34; around on this mount and able to hang off one stud. Nice quality feel to metal it is made of.,1
@USAirways - flight was Cancelled Flightled to Buf today. Waited in line for 2+ hrs &amp; cus service was rude. No flight until Tues. Need to get to ROC.,0
"""I have been on this pill for about 6 months, face is nice and clear, but that&#039;s it.  I get anxiety and feel worried all the time and never can be truly happy or enjoy anything.  I get shortness of breath just sitting down.  There are times I feel like I will be having a heart attack and I am only 25 and healthy. Makes me so emotional at times, I just want to cry out of nowhere . For sure great at birth control , sex drive is gone, dryness and at time discomfort. Plus a 22 pound increase.""",0
@SouthwestAir I'm on the 10:55 flight! Everyone has been so nice and helpful! I'm just hoping we'll get to fly out! Thank you! ;),1
"""I got my nexplanon insert in December 2015- 5 months later and I wish I did not get it. I have crazy moods swings and get depressed for no reason. I have gained almost 10 pounds and workout 3-4 times a week. Although this form of contraceptive does its job of not getting you pregnant, I wish I researched more about the side effects. When I first got nexplanon I spotted for 2 months and after that I haven&#039;t had a period since the end of February. I do NOT recommend getting this insert!""",0
"""Tapered off generic citalopram 40mg after 12 years just didn&#039;t work anymore then tried Effexor after reading great reviews.  I took 75mg a day and into the 3rd week I had severe pounding migraines pressure behind my eyes nausea dizziness/brain zaps that were constant crying fits insomnia but vivid active dreams when I did sleep,  body chills,  leg twitches and severe terrible neck soreness. All these symptoms were happening at the same time and few times had hard pounding fast heart beats that I almost called 911. I think it may have been moderate serotonin toxicity. If you start this med start at the lowest possible dose.  It shocks your body.  Doc wants me to try Prozac but will talk to my psychiatrist first. 
Bad withdrawal symptoms too""",0
Premium Canon Mini HDMI cable is a very good product for the price. So far it is working very well for me,1
"""I am mad , sad and aggressive... I got Skyla! I got it inserted about a week ago. The pain was unbearable. It was so bad I came to the decision if I have kids I am having c section because I could not survive another pain like this. I am hormonal and I am a women... maybe I&#039;m being dramatic but my gals, DO NOT GET SKYLA. Use condoms, pills or simply don&#039;t have sex... all of the above are better than getting SKYLA. I can&#039;t even walk and I am doing this stupid review , this has been pathetic. Please don&#039;t be another victim""",0
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",1
Does what it supposed to and so far no problems. Length is good too as I don't have to be right in front of the TV.,1
"""This is a well-made and well-acted musical version of the Tom Sawyer story. It does not follow the book exactly",1
"""Not a miracle but the closest thing yet.  Has restored functionality to my life.  Monthly infusions are a break from the seemingly rushed rheumatologist appointments and give plenty of time to discuss treatment and concerns.""",1
"""I get a gout attack about twice a year.  Nalfon helps me to get through it without interrupting work.""",1
@AmericanAir extra night we have to stay in San Juan now. How can I check on that?,0
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",0
@JetBlue I did see that! Working on picking up a trip or two as we type.,1
"""I had to take it out after only 3 days. Just the following morning after insertion it gave me a 5-minute long painful muscle spasm in the back. The pain wouldn&#039;t go away even after a few days, and it spread further down my back. I can see how it can be useful for some, but it&#039;s not for me.""",0
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",1
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",0
"I went with my extended family (brothers, kids, uncle and grand parent), we took more than 9 rooms for a week. We had great vacation! Friendly staff, great pool, near the beach. room are clean. The wifi is not very performing, that would be my only complain.",1
"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",1
"""I don't have too much exciting to say about the cable.  I'm not a videophile by any means",1
"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",0
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",1
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,1
"""Honestly I was scared like every other girl is, and this pill actually does work. Worth all of the money. The symptoms I had after taking plan b (I took plan babout 30 min after unprotected sex) is my increase in appetite, I also had to pee a lot. But my period did not come late, it actually came 4 days earlier. I am so relieved to not be pregnant, I recommend this product 100% but the sooner the better! Also, stop reading online girls, it&#039;ll just scare you more. My boyfriend came inside me a little bit without a condom and I was sure I was pregnant but after taking this, I&#039;m most definitely not.""",1
"Room was very dirty, pillow cases stained, bathroom nasty, and outdated and we cancelled and decided not to stay at all! the first room we were given ...the key didnt work and so the front desk reassigned us another room.",0
